MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,ExterQual,ExterCond,Foundation,BsmtFinType1,BsmtFinSF1,TotalBsmtSF,Heating,HeatingQC,CentralAir,GrLivArea,BsmtFullBath,BsmtHalfBath,TotalFullBath,TotalHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageCars,PavedDrive,YrSold,SaleCondition,SalePrice
20,RL,NA,21000,Reg,Crawfor,1Fam,1Story,6,5,1953,1953,Wd Sdng,TA,Gd,CBlock,ALQ,35,1809,GasA,TA,Y,2259,1,0,3,0,2,0,3,1,Gd,7,2,2,Y,2007,Abnorml,217000
70,RL,61,7259,IR1,Crawfor,1Fam,2Story,6,8,1945,2002,Wd Sdng,TA,TA,CBlock,ALQ,774,1028,GasA,Ex,Y,2320,1,0,3,1,2,1,3,1,Gd,9,1,1,Y,2007,Normal,259500
160,FV,34,3230,Reg,Somerst,TwnhsE,2Story,6,5,1999,1999,MetalSd,TA,TA,PConc,GLQ,419,729,GasA,Gd,Y,1458,0,0,2,1,2,1,2,1,TA,5,1,2,Y,2007,Normal,176000
20,RL,NA,11616,Reg,Sawyer,1Fam,1Story,5,5,1962,1962,Wd Sdng,TA,TA,CBlock,LwQ,170,1092,GasA,TA,Y,1092,0,1,1,1,1,0,3,1,TA,6,1,1,Y,2009,Normal,139000
20,RL,74,8536,Reg,Edwards,1Fam,1Story,5,5,2006,2007,VinylSd,TA,TA,PConc,Unf,0,1125,GasA,Gd,Y,1125,0,0,1,1,1,1,2,1,TA,5,0,2,Y,2007,Partial,155000
60,RL,90,12376,Reg,SawyerW,1Fam,2Story,7,5,1990,1990,Plywood,TA,TA,PConc,GLQ,1470,1673,GasA,Gd,Y,3222,1,0,4,0,3,0,5,1,Gd,11,2,3,Y,2010,Normal,320000
60,RL,65,8461,Reg,CollgCr,1Fam,2Story,6,5,2005,2006,VinylSd,Gd,TA,PConc,Unf,0,728,GasA,Ex,Y,1456,0,0,2,1,2,1,3,1,Gd,8,1,2,Y,2006,Partial,163990
80,RL,NA,21453,IR1,ClearCr,1Fam,SLvl,6,5,1969,1969,Plywood,TA,TA,CBlock,ALQ,938,938,GasA,Ex,Y,988,1,0,2,0,1,0,1,1,TA,4,2,2,Y,2006,Normal,180000
50,RM,50,6060,Reg,IDOTRR,1Fam,1.5Fin,4,5,1939,1950,AsbShng,TA,TA,PConc,Unf,0,732,GasA,Gd,Y,1123,0,0,1,0,1,0,3,1,TA,4,0,1,P,2007,Normal,100000
20,RL,75,9464,Reg,NAmes,1Fam,1Story,6,7,1958,1958,MetalSd,TA,Gd,CBlock,BLQ,570,1080,GasA,Gd,Y,1080,0,0,1,0,1,0,3,1,TA,5,0,1,Y,2008,Normal,136000
120,RL,55,7892,Reg,SawyerW,TwnhsE,1Story,6,5,1993,1993,Plywood,Gd,TA,PConc,GLQ,300,1199,GasA,Ex,Y,1199,0,0,2,0,2,0,2,1,Gd,5,0,2,Y,2008,Normal,153900
20,RL,48,17043,IR1,NWAmes,1Fam,1Story,6,5,1979,1998,HdBoard,TA,Gd,CBlock,Unf,0,1362,GasA,TA,Y,1586,0,0,2,0,2,0,3,1,TA,7,1,2,Y,2009,Normal,181000
190,RM,60,6780,Reg,IDOTRR,2fmCon,1.5Fin,6,8,1935,1982,Wd Sdng,TA,Fa,CBlock,GLQ,490,520,GasA,Gd,N,754,1,0,2,0,1,0,2,1,TA,5,0,0,N,2006,Normal,84500
120,RL,NA,4928,IR1,NPkVill,TwnhsE,1Story,6,5,1976,1976,Plywood,TA,TA,CBlock,ALQ,120,1078,GasA,TA,Y,958,0,0,2,0,2,0,2,1,TA,5,1,2,Y,2007,Normal,128000
45,RM,55,4388,IR1,OldTown,1Fam,1.5Unf,5,7,1930,1950,WdShing,TA,Gd,BrkTil,LwQ,116,672,GasA,Ex,Y,840,0,0,1,0,1,0,3,1,TA,5,1,0,N,2007,Normal,87000
60,RL,69,7590,Reg,NAmes,1Fam,2Story,6,5,1966,1966,VinylSd,TA,TA,CBlock,BLQ,512,660,GasA,TA,Y,1348,0,0,1,1,1,1,3,1,TA,6,1,2,Y,2006,Normal,155000
20,RL,69,8973,Reg,NAmes,1Fam,1Story,5,7,1958,1991,Plywood,TA,TA,CBlock,Rec,567,1008,GasA,TA,Y,1053,0,1,1,2,1,1,3,1,Ex,6,0,2,Y,2006,Abnorml,150000
60,RL,88,14200,Reg,NAmes,1Fam,2Story,7,6,1966,1966,MetalSd,TA,TA,CBlock,Rec,445,924,GasA,Ex,Y,2157,0,0,2,1,2,1,4,1,Gd,8,2,2,Y,2006,Normal,226000
60,RL,NA,12224,IR1,Gilbert,1Fam,2Story,6,5,2000,2000,VinylSd,Gd,TA,PConc,GLQ,695,992,GasA,Ex,Y,2054,1,0,3,1,2,1,3,1,Gd,7,1,2,Y,2009,Normal,244000
20,RL,75,7388,Reg,NAmes,1Fam,1Story,5,6,1959,2002,MetalSd,TA,TA,CBlock,Rec,405,1063,GasA,Gd,Y,1327,1,0,2,0,1,0,3,1,Gd,7,0,2,Y,2007,Normal,150750
20,RL,NA,6853,IR1,Timber,1Fam,1Story,8,5,2001,2002,VinylSd,Gd,TA,PConc,GLQ,1005,1267,GasA,Ex,Y,1296,1,0,3,0,2,0,2,1,Gd,6,0,2,Y,2009,Normal,220000
20,RL,78,10335,IR1,Sawyer,1Fam,1Story,5,6,1968,1993,Plywood,TA,TA,CBlock,Rec,570,1461,GasA,Gd,Y,1721,0,0,2,1,2,1,3,1,TA,7,1,2,Y,2006,Normal,180000
20,RL,80,10400,Reg,NWAmes,1Fam,1Story,7,6,1970,1970,Plywood,TA,TA,PConc,Unf,0,1304,GasA,Gd,Y,1682,0,0,2,0,2,0,3,1,TA,7,1,2,Y,2008,Normal,174000
20,RL,NA,10355,IR1,NAmes,1Fam,1Story,5,5,1967,1967,MetalSd,TA,TA,CBlock,BLQ,695,1214,GasA,TA,Y,1214,0,0,2,0,2,0,3,1,TA,5,1,1,Y,2007,Normal,143000
90,RL,82,11070,Reg,Mitchel,Duplex,1Story,7,5,1988,1989,VinylSd,TA,TA,CBlock,Unf,0,1907,GasA,Gd,Y,1959,0,0,3,0,3,0,5,2,TA,9,0,3,Y,2006,Family,171000
60,RL,73,9066,IR1,CollgCr,1Fam,2Story,8,5,1999,2000,VinylSd,Gd,TA,PConc,GLQ,668,1004,GasA,Ex,Y,1852,0,0,2,1,2,1,3,1,Gd,7,2,3,Y,2008,Normal,230000
60,RL,65,15426,IR1,CollgCr,1Fam,2Story,6,5,1997,1997,VinylSd,TA,TA,PConc,GLQ,821,928,GasA,Ex,Y,1764,1,0,3,1,2,1,3,1,Gd,7,0,2,Y,2009,Normal,231500
20,RL,70,10500,Reg,NAmes,1Fam,1Story,4,5,1971,1971,HdBoard,TA,TA,CBlock,ALQ,432,864,GasA,TA,Y,864,0,0,1,0,1,0,3,1,TA,5,1,0,Y,2010,Normal,115000
20,RL,78,11645,Reg,CollgCr,1Fam,1Story,7,5,2005,2005,VinylSd,Gd,TA,PConc,GLQ,1300,1734,GasA,Ex,Y,1734,1,0,3,0,2,0,3,1,Gd,7,0,2,Y,2006,Normal,260000
50,RL,71,8520,Reg,NAmes,1Fam,1.5Fin,5,4,1952,1952,BrkFace,TA,Fa,CBlock,Rec,507,910,GasA,Fa,Y,1385,0,0,2,0,2,0,4,1,TA,6,0,2,Y,2010,Normal,166000
20,RL,78,10335,IR1,CollgCr,1Fam,1Story,7,5,1999,1999,VinylSd,Gd,TA,PConc,GLQ,679,1490,GasA,Ex,Y,1501,1,0,3,0,2,0,3,1,Gd,6,0,2,Y,2009,Normal,204000
90,RM,70,9100,Reg,Sawyer,Duplex,1Story,5,5,1963,1963,HdBoard,TA,TA,CBlock,Rec,1332,1728,GasA,TA,Y,1728,1,0,3,0,2,0,6,2,TA,10,0,2,Y,2006,Abnorml,125000
160,RM,24,2522,Reg,Edwards,Twnhs,2Story,6,5,2004,2006,VinylSd,Gd,TA,PConc,Unf,0,970,GasA,Ex,Y,1709,0,0,2,0,2,0,3,1,Gd,7,0,2,Y,2006,Normal,130000
30,RM,51,6120,Reg,BrkSide,1Fam,1Story,5,7,1931,1993,Wd Sdng,TA,TA,BrkTil,BLQ,209,715,GasA,TA,Y,875,1,0,2,0,1,0,2,1,TA,5,0,1,Y,2009,Normal,105000
60,RL,NA,9505,IR1,Gilbert,1Fam,2Story,7,5,2001,2001,VinylSd,Gd,TA,PConc,Unf,0,884,GasA,Ex,Y,2035,0,0,2,1,2,1,3,1,Gd,8,1,2,Y,2010,Normal,222500
20,RL,63,7500,Reg,SawyerW,1Fam,1Story,7,5,2004,2005,VinylSd,TA,TA,PConc,GLQ,680,1080,GasA,Ex,Y,1080,1,0,2,0,1,0,3,1,Gd,6,0,0,Y,2008,Normal,141000
50,RM,NA,6240,Reg,BrkSide,1Fam,1.5Fin,5,4,1936,1950,MetalSd,TA,TA,BrkTil,Unf,0,896,GasA,Gd,Y,1344,0,0,1,0,1,0,3,1,TA,7,0,1,Y,2006,Normal,115000
20,RL,120,10356,Reg,CollgCr,1Fam,1Story,5,6,1975,1975,HdBoard,TA,TA,CBlock,BLQ,716,969,GasA,TA,Y,969,0,0,1,1,1,1,3,1,TA,5,0,2,Y,2007,Normal,122000
20,RL,107,13891,Reg,NridgHt,1Fam,1Story,8,5,2007,2008,VinylSd,Gd,TA,PConc,GLQ,1400,1710,GasA,Ex,Y,1710,1,0,3,0,2,0,2,1,Gd,6,1,3,Y,2008,Partial,372402
60,RL,NA,14803,IR1,NWAmes,1Fam,2Story,6,5,1971,1971,HdBoard,TA,TA,CBlock,Rec,416,825,GasA,Gd,Y,1993,0,0,2,1,2,1,4,1,TA,8,1,2,Y,2006,Normal,190000
20,RL,NA,13500,Reg,ClearCr,1Fam,1Story,6,7,1960,1975,BrkFace,TA,TA,CBlock,BLQ,429,1602,GasA,Gd,Y,1252,1,0,2,0,1,0,1,1,TA,4,1,2,Y,2008,Normal,235000
30,RM,84,11340,Reg,OldTown,1Fam,1Story,6,5,1923,1950,Wd Sdng,TA,TA,BrkTil,Unf,0,1200,GasA,TA,Y,1200,0,0,1,0,1,0,4,1,TA,7,0,1,Y,2006,Family,125000
50,RL,60,9600,Reg,Edwards,1Fam,1.5Fin,6,5,1924,1950,Wd Sdng,TA,TA,BrkTil,Unf,0,572,Grav,Fa,N,1096,0,0,1,0,1,0,2,1,TA,5,0,0,N,2008,Normal,79000
20,RL,60,7200,Reg,NAmes,1Fam,1Story,5,7,1950,1950,Wd Sdng,TA,TA,CBlock,NA,0,0,GasA,TA,Y,1040,0,0,1,0,1,0,2,1,TA,5,0,2,Y,2006,Normal,109500
60,RL,92,12003,Reg,Timber,1Fam,2Story,8,5,2009,2010,VinylSd,Gd,TA,PConc,Unf,0,774,GasA,Ex,Y,1968,0,0,2,1,2,1,4,1,Ex,8,1,3,Y,2010,Partial,269500
60,FV,100,12552,Reg,Somerst,1Fam,2Story,7,5,2004,2005,VinylSd,Gd,TA,PConc,GLQ,222,991,GasA,Ex,Y,1947,0,0,2,1,2,1,3,1,Gd,8,1,2,Y,2010,Normal,254900
60,RL,134,19378,IR1,Gilbert,1Fam,2Story,7,5,2005,2006,VinylSd,Gd,TA,PConc,GLQ,57,1392,GasA,Ex,Y,2462,1,0,3,1,2,1,4,1,Gd,9,1,2,Y,2006,Partial,320000
20,RL,NA,11120,IR1,Veenker,1Fam,1Story,6,6,1984,1984,Plywood,TA,TA,PConc,BLQ,660,1232,GasA,TA,Y,1232,0,0,2,0,2,0,3,1,TA,6,0,2,Y,2008,Normal,162500
60,RL,110,13688,IR1,NridgHt,1Fam,2Story,9,5,2003,2004,VinylSd,Gd,TA,PConc,GLQ,1016,1572,GasA,Ex,Y,2668,1,0,3,1,2,1,3,1,Ex,10,2,3,Y,2008,Normal,412500
20,RL,95,12182,Reg,NridgHt,1Fam,1Story,7,5,2005,2005,VinylSd,Gd,TA,PConc,BLQ,1201,1541,GasA,Ex,Y,1541,0,0,2,0,2,0,3,1,Gd,7,1,2,Y,2010,Partial,220000
45,RL,55,5500,Reg,OldTown,1Fam,1.5Unf,4,6,1956,1956,MetalSd,TA,TA,CBlock,Unf,0,882,GasA,Ex,Y,882,0,0,1,0,1,0,1,1,TA,4,0,0,Y,2007,Normal,103200
40,RM,40,5400,Reg,OldTown,1Fam,1Story,6,7,1926,2004,MetalSd,TA,Gd,BrkTil,LwQ,370,1149,GasA,Gd,Y,1616,0,0,2,0,2,0,3,1,Gd,5,0,1,Y,2007,Normal,152000
190,RL,62,10106,Reg,Edwards,2fmCon,1.5Fin,5,7,1940,1999,Wd Sdng,TA,Gd,BrkTil,ALQ,351,644,GasA,Gd,Y,1355,1,0,3,0,2,0,4,2,TA,6,0,0,Y,2008,Normal,127500
20,RL,NA,10708,IR1,ClearCr,1Fam,1Story,5,5,1955,1993,Wd Sdng,Gd,TA,CBlock,LwQ,379,1617,GasA,Ex,Y,1867,1,0,2,0,1,0,2,1,TA,7,3,1,Y,2009,Normal,190000
60,RL,86,10562,Reg,NridgHt,1Fam,2Story,8,5,2007,2007,VinylSd,Gd,TA,PConc,GLQ,1288,1582,GasA,Ex,Y,2161,1,0,2,1,1,1,3,1,Ex,8,1,3,Y,2007,Partial,325624
60,RL,62,8244,IR1,Gilbert,1Fam,2Story,7,5,2004,2004,VinylSd,Gd,TA,PConc,Unf,0,840,GasA,Ex,Y,1720,0,0,2,1,2,1,3,1,Gd,7,1,2,Y,2007,Normal,183500
20,RL,NA,16669,IR1,Timber,1Fam,1Story,8,6,1981,1981,Plywood,Gd,TA,CBlock,Unf,0,1686,GasA,TA,Y,1707,0,0,2,1,2,1,2,1,TA,6,1,2,Y,2006,Normal,228000
50,RM,NA,12358,IR1,OldTown,1Fam,1.5Fin,5,6,1941,1950,MetalSd,TA,TA,CBlock,Rec,360,720,GasA,TA,Y,1382,0,0,1,1,1,1,2,1,TA,7,0,2,Y,2007,Normal,128500
20,RL,141,31770,IR1,NAmes,1Fam,1Story,6,5,1960,1960,BrkFace,TA,TA,CBlock,BLQ,639,1080,GasA,Fa,Y,1656,1,0,2,0,1,0,3,1,TA,7,2,2,P,2010,Normal,215000
160,RL,44,5306,IR1,StoneBr,TwnhsE,2Story,7,7,1987,1987,HdBoard,Gd,Gd,PConc,GLQ,495,1064,GasA,Gd,Y,1767,1,0,3,0,2,0,2,1,Gd,5,1,2,Y,2006,Normal,239000
20,RL,80,10197,IR1,NAmes,1Fam,1Story,6,5,1961,1961,WdShing,TA,TA,CBlock,ALQ,288,1362,GasA,TA,Y,1362,1,0,2,1,1,1,3,1,TA,6,1,2,Y,2008,Normal,163000
20,RL,47,12416,IR1,Timber,1Fam,1Story,6,5,1986,1986,VinylSd,TA,TA,CBlock,ALQ,1398,1606,GasA,TA,Y,1651,1,0,3,0,2,0,3,1,TA,7,1,2,Y,2008,Normal,184000
20,RL,84,12615,Reg,Edwards,1Fam,1Story,6,7,1950,2001,WdShing,TA,TA,CBlock,ALQ,477,1202,GasA,TA,Y,2158,1,0,3,0,2,0,4,1,Gd,7,1,2,Y,2007,Normal,243000
60,RL,97,10029,IR1,ClearCr,1Fam,2Story,6,5,1988,1989,Plywood,Gd,TA,PConc,GLQ,831,1151,GasA,TA,Y,2060,0,1,2,2,2,1,4,1,TA,8,1,2,Y,2007,Normal,211000
50,RL,NA,13650,Reg,Sawyer,1Fam,1.5Fin,5,5,1958,1958,MetalSd,Gd,Gd,CBlock,ALQ,57,1052,GasA,Ex,Y,1920,1,0,3,0,2,0,4,1,Gd,8,1,2,Y,2006,Normal,172500
20,RL,63,17423,IR1,StoneBr,1Fam,1Story,9,5,2008,2009,VinylSd,Ex,TA,PConc,GLQ,1904,2216,GasA,Ex,Y,2234,1,0,3,0,2,0,1,1,Ex,9,1,3,Y,2009,Partial,501837
30,RM,60,8520,Reg,OldTown,1Fam,1Story,5,6,1923,2006,Wd Sdng,Gd,TA,CBlock,Unf,0,968,GasA,TA,Y,968,0,0,1,0,1,0,2,1,TA,5,0,2,N,2007,Normal,100000
160,FV,NA,2117,Reg,Somerst,Twnhs,2Story,6,5,2000,2000,MetalSd,Gd,TA,PConc,GLQ,436,756,GasA,Ex,Y,1525,0,0,2,1,2,1,3,1,Gd,5,1,2,Y,2007,Normal,177000
70,RL,54,7588,Reg,Crawfor,1Fam,2Story,7,6,1920,1950,Stucco,TA,TA,BrkTil,LwQ,352,793,GasA,Gd,Y,1802,0,0,1,1,1,1,4,1,TA,9,1,1,Y,2006,Normal,200100
20,RL,60,9060,Reg,Edwards,1Fam,1Story,5,6,1957,2006,Wd Sdng,TA,TA,PConc,NA,0,0,GasA,Ex,Y,1340,0,0,1,0,1,0,3,1,TA,7,1,1,Y,2007,Normal,120000
50,RM,63,11426,Reg,OldTown,1Fam,1.5Fin,7,5,2003,2003,VinylSd,TA,TA,PConc,Unf,0,1362,GasA,Ex,Y,2082,0,0,2,1,2,1,3,1,Gd,6,0,2,N,2008,Normal,200000
50,RL,92,7438,IR1,BrkSide,1Fam,1.5Fin,5,8,1908,1991,AsbShng,TA,TA,PConc,Unf,0,504,GasA,Gd,Y,1252,0,0,1,0,1,0,3,1,TA,5,0,2,Y,2006,Normal,127000
75,RM,90,22950,IR2,OldTown,1Fam,2.5Fin,10,9,1892,1993,Wd Sdng,Gd,Gd,BrkTil,Unf,0,1107,GasA,Ex,Y,3608,0,0,2,1,2,1,4,1,Ex,12,2,3,Y,2006,Normal,475000
80,RL,NA,9947,IR1,Mitchel,1Fam,SLvl,7,5,1990,1991,HdBoard,TA,TA,PConc,GLQ,611,1188,GasA,Ex,Y,1217,1,0,3,0,2,0,3,1,Gd,6,0,2,Y,2009,Normal,173000
50,RL,60,10410,Reg,OldTown,1Fam,1.5Fin,5,7,1916,1987,HdBoard,TA,TA,CBlock,Unf,0,660,GasA,Ex,Y,1656,0,0,2,1,2,1,3,1,TA,8,0,1,N,2009,Normal,135000
90,RL,64,7018,Reg,SawyerW,Duplex,SFoyer,5,5,1979,1979,Plywood,TA,TA,CBlock,GLQ,1086,1086,GasA,TA,Y,1224,2,0,2,2,0,2,2,2,TA,6,2,2,Y,2009,Alloca,153337
120,RL,41,4923,Reg,StoneBr,TwnhsE,1Story,8,5,2001,2002,CemntBd,Gd,TA,PConc,GLQ,1153,1593,GasA,Ex,Y,1593,1,0,2,1,1,1,0,1,Ex,5,1,2,Y,2008,Normal,286000
70,RL,70,10570,Reg,Crawfor,1Fam,2Story,8,8,1932,1994,BrkFace,Gd,TA,CBlock,Rec,297,853,GasA,TA,Y,2727,0,0,2,1,2,1,3,1,Gd,10,2,2,Y,2007,Normal,315000
60,RL,NA,7472,IR1,NAmes,1Fam,2Story,7,9,1972,2004,HdBoard,TA,TA,CBlock,ALQ,626,725,GasA,Gd,Y,1479,1,0,2,1,1,1,4,1,Gd,7,0,2,Y,2007,Normal,184000
20,RL,68,9017,IR1,CollgCr,1Fam,1Story,7,5,1999,1999,VinylSd,Gd,TA,PConc,GLQ,560,1431,GasA,Ex,Y,1431,1,0,3,0,2,0,3,1,Gd,6,0,2,Y,2009,Normal,192000
160,RM,24,2522,Reg,Edwards,Twnhs,2Story,7,5,2004,2004,VinylSd,Gd,TA,PConc,Unf,0,970,GasA,Ex,Y,1709,0,0,2,0,2,0,3,1,Gd,7,0,2,Y,2006,Normal,130000
20,RL,60,7180,IR1,CollgCr,1Fam,1Story,5,7,1972,1972,HdBoard,TA,TA,CBlock,ALQ,390,864,GasA,TA,Y,864,0,0,1,0,1,0,3,1,TA,5,0,1,Y,2008,Normal,127000
160,RL,24,2280,Reg,NPkVill,Twnhs,2Story,6,6,1976,1976,Plywood,TA,TA,CBlock,ALQ,566,855,GasA,TA,Y,1456,0,0,2,1,2,1,3,1,TA,7,1,2,Y,2009,Normal,148500
20,RL,79,9416,Reg,Somerst,1Fam,1Story,7,5,2007,2007,CemntBd,Ex,TA,PConc,GLQ,1126,1726,GasA,Ex,Y,1726,1,0,3,0,2,0,3,1,Ex,8,1,3,Y,2007,Partial,311872
75,RL,174,25419,Reg,NAmes,1Fam,2Story,8,4,1918,1990,Stucco,Gd,Gd,PConc,GLQ,1036,1360,GasA,Gd,Y,3112,1,1,3,1,2,0,4,1,Gd,8,1,2,Y,2006,Abnorml,235000
75,RM,92,5520,Reg,OldTown,1Fam,2.5Fin,6,6,1912,1950,Wd Sdng,TA,TA,CBlock,Unf,0,755,GasA,Ex,Y,2229,0,0,1,0,1,0,5,1,TA,8,0,0,Y,2009,Abnorml,104000
20,RL,76,9591,Reg,NridgHt,1Fam,1Story,8,5,2004,2005,VinylSd,Gd,TA,PConc,GLQ,1088,1713,GasA,Ex,Y,1713,1,0,3,0,2,0,3,1,Ex,7,1,3,Y,2009,Normal,274900
20,RM,80,8546,Reg,Edwards,1Fam,1Story,4,5,2003,2004,VinylSd,TA,TA,PConc,Unf,0,1121,GasA,Ex,Y,1121,0,0,2,0,2,0,2,1,TA,5,0,2,Y,2010,Normal,140000
20,RL,75,10125,Reg,Mitchel,1Fam,1Story,6,6,1977,1977,Plywood,TA,TA,CBlock,ALQ,641,1196,GasA,TA,Y,1279,0,1,2,1,2,0,3,1,TA,6,2,2,Y,2008,Normal,171500
50,RL,50,7000,Reg,OldTown,1Fam,1.5Fin,6,6,1924,1950,MetalSd,TA,Gd,BrkTil,LwQ,617,617,GasA,Gd,Y,1310,0,0,2,0,2,0,2,1,TA,6,0,1,Y,2006,Normal,112000
120,RM,NA,4438,Reg,CollgCr,TwnhsE,1Story,6,5,2004,2004,VinylSd,Gd,TA,PConc,GLQ,662,848,GasA,Ex,Y,848,1,0,2,0,1,0,1,1,Gd,3,1,2,Y,2008,Normal,149000
50,RM,50,3500,Reg,OldTown,1Fam,1.5Fin,5,7,1947,1950,AsbShng,TA,TA,CBlock,LwQ,312,720,GasA,TA,Y,1284,0,0,1,1,1,1,2,1,TA,5,0,1,Y,2009,Normal,110000
20,RL,99,11851,Reg,Gilbert,1Fam,1Story,7,5,1990,1990,HdBoard,TA,TA,PConc,Unf,0,1424,GasA,Ex,Y,1442,0,0,2,0,2,0,3,1,TA,5,0,2,Y,2009,Normal,180500
20,RL,40,13673,IR1,Sawyer,1Fam,1Story,5,5,1962,1962,HdBoard,TA,Gd,CBlock,Unf,0,1140,GasA,TA,Y,1696,0,0,1,1,1,1,3,1,TA,8,1,1,Y,2007,Normal,143900
20,RL,NA,12493,IR1,NAmes,1Fam,1Story,4,5,1960,1960,Wd Sdng,TA,TA,PConc,ALQ,419,1100,GasA,TA,Y,1100,1,0,2,0,1,0,3,1,TA,6,1,1,Y,2008,Normal,141000
60,RL,NA,14364,IR1,SawyerW,1Fam,2Story,7,5,1988,1989,Plywood,Gd,TA,CBlock,GLQ,1065,1157,GasA,Ex,Y,2062,1,0,3,1,2,1,3,1,TA,7,1,2,Y,2007,Normal,277000
20,RL,75,8250,Reg,NAmes,1Fam,1Story,6,7,1964,1964,HdBoard,TA,TA,CBlock,Rec,787,1092,GasA,Ex,Y,1092,1,0,2,0,1,0,3,1,TA,6,0,2,Y,2008,Normal,145000
30,RL,67,5604,Reg,Edwards,1Fam,1Story,5,6,1925,1950,Stucco,TA,TA,CBlock,Rec,468,864,GasA,TA,N,864,1,0,2,0,1,0,2,1,TA,5,0,0,Y,2008,Normal,98000
20,RL,83,10420,Reg,Edwards,1Fam,1Story,6,5,2009,2009,VinylSd,TA,TA,PConc,GLQ,36,1212,GasA,Ex,Y,1212,0,0,2,0,2,0,3,1,Gd,6,0,2,Y,2010,Normal,186000
60,FV,72,8640,Reg,Somerst,1Fam,2Story,7,5,2009,2009,VinylSd,TA,TA,PConc,GLQ,822,900,GasA,Ex,Y,1852,1,0,3,1,2,1,3,1,Gd,7,1,2,Y,2009,Partial,252678
20,RL,43,13568,IR2,CollgCr,1Fam,1Story,5,5,1995,1995,VinylSd,TA,TA,PConc,ALQ,716,990,GasA,Ex,Y,990,0,1,1,1,1,0,3,1,TA,5,0,2,Y,2006,Normal,156000
60,RL,NA,10900,IR1,CollgCr,1Fam,2Story,6,7,1977,1977,HdBoard,TA,TA,CBlock,GLQ,378,689,GasA,Ex,Y,1392,0,0,1,1,1,1,3,1,TA,6,0,1,Y,2010,Normal,161750
20,RL,72,10011,IR1,NAmes,1Fam,1Story,5,6,1957,1996,HdBoard,TA,TA,CBlock,BLQ,360,1070,GasA,TA,Y,1236,0,1,1,1,1,0,2,1,Gd,6,1,1,Y,2006,Normal,134450
20,RL,65,8450,Reg,CollgCr,1Fam,1Story,7,5,2004,2004,VinylSd,Gd,TA,PConc,GLQ,946,1436,GasA,Ex,Y,1436,1,0,3,0,2,0,3,1,Gd,8,0,2,Y,2008,Normal,210000
70,RM,57,9906,Reg,OldTown,1Fam,2Story,4,4,1925,1950,MetalSd,TA,TA,CBlock,Unf,0,686,GasA,Fa,N,1328,0,0,1,0,1,0,3,1,TA,8,0,1,Y,2006,Family,107000
50,RL,NA,15660,IR1,Crawfor,1Fam,1.5Fin,7,9,1939,2006,VinylSd,Gd,Gd,CBlock,BLQ,341,798,GasA,Ex,Y,1954,0,1,1,2,1,1,3,1,Gd,8,2,2,Y,2008,Normal,311500
120,RL,43,3010,Reg,Blmngtn,TwnhsE,1Story,7,5,2005,2006,VinylSd,Gd,TA,PConc,GLQ,16,1248,GasA,Ex,Y,1248,0,0,2,0,2,0,2,1,Gd,5,0,2,Y,2006,Partial,167240
20,RL,73,8990,IR1,CollgCr,1Fam,1Story,7,5,2006,2006,VinylSd,Gd,TA,PConc,Unf,0,1498,GasA,Ex,Y,1498,0,0,2,0,2,0,2,1,Gd,5,0,2,Y,2006,Partial,204900
60,RL,NA,8068,IR1,Gilbert,1Fam,2Story,6,5,2002,2002,VinylSd,Gd,TA,PConc,Unf,0,1010,GasA,Ex,Y,2267,0,0,2,1,2,1,4,1,Gd,8,1,2,Y,2009,Normal,200000
60,RL,85,11475,Reg,NWAmes,1Fam,2Story,6,6,1975,1975,VinylSd,TA,TA,CBlock,ALQ,550,713,GasA,TA,Y,1552,1,0,3,1,2,1,3,1,TA,6,1,2,Y,2006,Normal,179900
20,RL,70,10500,Reg,NAmes,1Fam,1Story,4,6,1971,1971,HdBoard,TA,TA,CBlock,ALQ,524,864,GasA,Gd,Y,864,0,0,1,0,1,0,2,1,TA,4,0,2,Y,2009,Abnorml,97000
20,RL,103,13472,Reg,NridgHt,1Fam,1Story,10,5,2003,2003,VinylSd,Ex,TA,PConc,GLQ,56,2392,GasA,Ex,Y,2392,0,0,2,0,2,0,3,1,Ex,8,1,3,Y,2009,Normal,386250
160,RM,21,1680,Reg,BrDale,Twnhs,2Story,5,5,1971,1971,HdBoard,TA,TA,CBlock,Unf,0,630,GasA,TA,Y,1302,0,0,2,1,2,1,3,1,TA,6,0,1,Y,2009,Abnorml,112000
60,RL,82,9950,IR1,NoRidge,1Fam,2Story,7,5,1995,1995,VinylSd,Gd,TA,PConc,GLQ,565,1203,GasA,Ex,Y,2520,0,0,2,1,2,1,4,1,Gd,9,1,3,Y,2007,Abnorml,290000
160,RM,21,1869,Reg,BrDale,Twnhs,2Story,6,6,1970,1970,HdBoard,TA,TA,CBlock,Rec,321,483,GasA,TA,Y,987,0,0,1,1,1,1,2,1,TA,5,0,1,Y,2008,Normal,106000
20,RL,70,8521,Reg,Sawyer,1Fam,1Story,5,5,1967,1967,HdBoard,TA,TA,CBlock,ALQ,842,912,GasA,TA,Y,912,0,0,1,0,1,0,3,1,TA,5,1,1,Y,2010,Normal,125000
